name,srid,active,hof,positions,start,end,letter
Matt Stanley,StanMa20,False,False,FB,2004,2004,S
Montavious Stanley,StanMo20,False,False,DT,2006,2009,S
Ronald Stanley,StanRo20,False,False,LB,2006,2006,S
Ronnie Stanley,StanRo00,True,False,OT,2016,2017,S
Sylvester Stanley,StanSy20,False,False,NT,1994,1994,S
Walter Stanley,StanWa00,False,False,WR,1985,1992,S
Don Stansauk,StanDo20,False,False,DT-T,1950,1951,S
Ed Stansbury,StanEd20,False,False,RB,2002,2002,S
Bill Stanton,StanBi20,False,False,DE,1949,1949,S
Drew Stanton,StanDr00,True,False,QB,2008,2017,S
Henry Stanton,StanHe20,False,False,E,1946,1947,S
Jack Stanton,StanJa20,False,False,HB,1961,1961,S
Jordan Stanton,StanJo01,False,False,DE,2014,2014,S
Ricky Stanzi,StanRi00,False,False,QB,2012,2014,S
Justin Staples,StapJu00,True,False,DL,2014,2016,S
Darnell Stapleton,StapDa20,False,False,C,2008,2008,S
Ken Starch,StarKe20,False,False,RB,1976,1976,S
Tony Stargell,StarTo20,False,False,DB,1990,1997,S
Chad Stark,StarCh20,False,False,RB,1987,1987,S
Howard Stark,StarHo20,False,False,T,1923,1923,S
Rohn Stark,StarRo20,False,False,P,1982,1997,S
George Starke,StarGe20,False,False,T,1973,1984,S
Jason Starkey,StarJa20,False,False,C,2000,2003,S
Duane Starks,StarDu20,False,False,DB,1998,2006,S
James Starks,StarJa00,False,False,RB,2010,2016,S
Marshall Starks,StarMa20,False,False,DB,1963,1964,S
Max Starks,StarMa21,False,False,T,2004,2013,S
Randy Starks,StarRa20,False,False,DT,2004,2015,S
Scott Starks,StarSc20,False,False,DB,2005,2009,S
Timothy Starks,StarTi20,False,False,DB,1987,1987,S
Jawanza Starling,StarJa01,False,False,SS,2013,2013,S
Kendrick Starling,StarKe21,False,False,WR,2004,2004,S
John Starnes,StarJo20,False,False,P,1987,1987,S
Paul Staroba,StarPa00,False,False,WR,1972,1973,S
Bart Starr,StarBa00,False,True,QB,1956,1971,S
Tyler Starr,StarTy00,False,False,OLB,2014,2015,S
Ben Starret,StarBe20,False,False,BB-TB,1941,1945,S
Stephen Starring,StarSt00,False,False,WR,1983,1988,S
Leo Stasica,StasLe20,False,False,B,1941,1944,S
Stan Stasica,StasSt20,False,False,HB-DB,1946,1946,S
Jimmy Staten,StatJi00,True,False,DT,2014,2014,S
Ralph Staten,StatRa20,False,False,DB,1997,1998,S
Randy Staten,StatRa21,False,False,DE,1967,1967,S
Robert Staten,StatRo20,False,False,RB,1996,1996,S
Larry Station,StatLa20,False,False,LB,1986,1986,S
Jim Staton,StatJi20,False,False,DT,1951,1951,S
Art Statuto,StatAr20,False,False,C,1948,1950,S
Roger Staubach,StauRo00,False,True,QB,1969,1979,S
Scott Stauch,StauSc20,False,False,RB,1981,1981,S
Jason Staurovsky,staurjas01,False,False,K,1987,1992,S
Jerry Stautberg,StauJe20,False,False,G-LB,1951,1951,S
Ernie Stautner,StauEr00,False,True,DT-DE-G,1950,1963,S
Odell Stautzenberger,StauOd20,False,False,G,1949,1949,S
Joe Staysniak,StayJo20,False,False,G,1991,1996,S
John Steber,StebJo20,False,False,G-DG,1946,1950,S
Aaron Stecker,StecAa00,False,False,RB,2000,2009,S
Troy Stedman,StedTr20,False,False,LB,1988,1988,S
Joel Steed,SteeJo00,False,False,NT,1992,1999,S
Ryan Steed,SteeRy00,False,False,CB,2012,2012,S
Ben Steele,SteeBe00,False,False,TE,2004,2005,S
Chuck Steele,SteeCh20,False,False,C,1987,1987,S
Cliff Steele,SteeCl20,False,False,BB-WB,1921,1922,S
Ernie Steele,SteeEr20,False,False,HB-DB,1942,1948,S
Glen Steele,SteeGl20,False,False,DT,1998,2003,S
Larry Steele,SteeLa20,False,False,P,1974,1974,S
Markus Steele,SteeMa20,False,False,LB,2001,2003,S
Red Steele,SteeRe20,False,False,E,1921,1921,S
Robert Steele,SteeRo20,False,False,WR,1978,1979,S
Anthony Steels,SteeAn20,False,False,RB,1985,1987,S
Anthony Steen,SteeAn00,True,False,OG,2014,2017,S
Frank Steen,SteeFr20,False,False,E,1939,1939,S
Jim Steen,SteeJi20,False,False,T,1935,1936,S
Robert Steeples,SteeRo00,False,False,CB,2013,2014,S
Dick Steere,SteeDi20,False,False,G,1951,1951,S
Jim Steffen,StefJi20,False,False,DB,1959,1965,S
Bob Stefik,StefBo20,False,False,E,1948,1948,S
Milt Stegall,StegMi00,False,False,WR,1992,1994,S
Larry Stegent,StegLa00,False,False,RB,1971,1971,S
Pete Steger,StegPe20,False,False,HB-WB-BB,1921,1921,S
Ron Stehouwer,StehRo20,False,False,G,1960,1964,S
Bill Stein,SteiBi20,False,False,C-G-T,1923,1929,S
Bob Stein,SteiBo20,False,False,LB,1969,1975,S
Herb Stein,SteiHe20,False,False,C-G,1921,1928,S
Russ Stein,SteiRu20,False,False,T-E-C,1922,1926,S
Sammy Stein,SteiSa20,False,False,E-T,1929,1932,S
Eric Steinbach,SteiEr20,False,False,G,2003,2010,S
Larry Steinbach,SteiLa20,False,False,T-G,1930,1933,S
Don Steinbrunner,SteiDo20,False,False,T,1953,1953,S
Rebel Steiner,SteiRe20,False,False,DB,1950,1951,S
Al Steinfeld,SteiAl20,False,False,G-C-T,1982,1983,S
Fred Steinfort,steinfre01,False,False,K,1976,1983,S
Gil Steinke,SteiGi20,False,False,HB,1945,1948,S
Bill Steinkemper,SteiBi21,False,False,T,1943,1943,S
Dean Steinkuhler,SteiDe20,False,False,T,1984,1991,S
Ken Steinmetz,SteiKe20,False,False,FB-LB,1944,1945,S
Craig Steltz,StelCr99,False,False,DB,2008,2013,S
Kevin Stemke,StemKe20,False,False,P,2002,2004,S
Greg Stemrick,StemGr00,False,False,DB,1975,1983,S
Jan Stenerud,stenejan01,False,True,K,1967,1985,S
Brian Stenger,StenBr20,False,False,LB,1969,1973,S
Paul Stenn,StenPa20,False,False,T,1942,1951,S
Stud Stennett,StenSt20,False,False,B,1931,1932,S
Mike Stensrud,StenMi20,False,False,NT-DE-DT,1979,1989,S
Steve Stenstrom,StenSt00,False,False,QB,1996,1999,S
Joe Stepanek,StepJo20,False,False,DT,1987,1987,S
Alex Stepanovich,StepAl20,False,False,C,2004,2008,S
Scott Stephen,StepSc20,False,False,LB,1987,1992,S
Shamar Stephen,StepSh00,True,False,DT,2014,2017,S
Bill Stephens,StepBi20,False,False,C,1926,1926,S
Bruce Stephens,StepBr20,False,False,WR,1978,1978,S
Calvin Stephens,StepCa20,False,False,G,1992,1992,S
Darnell Stephens,StepDa20,False,False,LB,1995,1996,S
Emmanuel Stephens,StepEm00,False,False,DL,2011,2012,S
Hal Stephens,StepHa20,False,False,DE,1985,1985,S
Harold Stephens,StepHa00,False,False,QB,1962,1962,S
Jamain Stephens,StepJa20,False,False,T,1997,2001,S
John Stephens,StepJo00,False,False,RB,1988,1993,S
Johnny Stephens,StepJo21,False,False,E,1938,1938,S
Larry Stephens,StepLa20,False,False,DE-DT,1960,1967,S
Leonard Stephens,StepLe00,False,False,TE,2002,2002,S
Mac Stephens,StepMa20,False,False,LB,1990,1991,S
Nick Stephens,StepNi00,False,False,QB,2012,2012,S
Ray Stephens,StepRa20,False,False,C-G,1927,1927,S
Red Stephens,StepRe20,False,False,G,1955,1960,S
Reggie Stephens,StepRe21,False,False,DB,1999,2002,S
Reggie Stephens,StepRe22,False,False,C,2012,2012,S
Richard Stephens,StepRi20,False,False,G,1993,1995,S
Rod Stephens,StepRo20,False,False,LB,1989,1996,S
Santo Stephens,StepSa20,False,False,LB,1993,1995,S
Steve Stephens,StepSt20,False,False,TE,1981,1981,S
Thomas Stephens,StepTo00,False,False,TE-DB,1960,1964,S
Travis Stephens,StepTr01,False,False,RB,2002,2002,S
Tremayne Stephens,StepTr00,False,False,RB,1998,1999,S
LaRod Stephens-Howling,StepLa00,False,False,RB,2009,2013,S
Dave Stephenson,StepDa21,False,False,G-C-DG,1950,1955,S
Donald Stephenson,StepDo00,True,False,T,2012,2017,S
Dwight Stephenson,StepDw00,False,True,C-T,1980,1987,S
Kay Stephenson,StepKa00,False,False,QB,1967,1968,S
Mark Stepnoski,StepMa00,False,False,C-G,1989,2001,S
Mike Steponovich,StepMi20,False,False,G,1933,1933,S
Tony Steponovich,StepTo20,False,False,G-E,1930,1930,S
Jack Steptoe,StepJa21,False,False,WR,1978,1978,S
Syndric Steptoe,StepSy20,False,False,WR,2008,2008,S
John Sterling,SterJo20,False,False,RB,1987,1987,S
Neal Sterling,SterNe00,True,False,WR,2015,2017,S
Dutch Sternaman,SterDu20,False,False,HB-QB-FB,1920,1927,S
Joey Sternaman,SterJo21,False,False,QB-BB,1922,1930,S
Gil Sterr,SterGi20,False,False,BB,1926,1926,S
Zach Sterup,SterZa00,True,False,OL,2017,2017,S
Bill Stetz,StetBi20,False,False,G,1967,1967,S
Bob Steuber,SteuBo20,False,False,HB,1943,1948,S
Todd Steussie,SteuTo00,False,False,T,1994,2007,S
Billy Stevens,StevBi00,False,False,QB,1968,1969,S
Craig Stevens,StevCr00,False,False,TE,2008,2015,S
Dick Stevens,StevDi20,False,False,T,1970,1974,S
Don Stevens,StevDo20,False,False,HB,1952,1954,S
Howard Stevens,StevHo00,False,False,RB,1973,1977,S
Jerramy Stevens,StevJe00,False,False,TE,2002,2010,S
Larry Stevens,StevLa20,False,False,LB,2004,2005,S
Mark Stevens,StevMa20,False,False,QB,1987,1987,S
Matt Stevens,StevMa21,False,False,QB,1987,1987,S
Matt Stevens,StevMa22,False,False,DB,1996,2003,S
Pete Stevens,StevPe20,False,False,C,1936,1936,S
Tevita Stevens,StevTe00,False,False,C,2014,2014,S
Art Stevenson,StevAr20,False,False,C,1926,1928,S
Dominique Stevenson,StevDo21,False,False,LB,2002,2004,S
Mark Stevenson,StevMa23,False,False,G-C,1922,1922,S
Mark Stevenson,StevMa24,False,False,G-C,1985,1985,S
Ralph Stevenson,StevRa20,False,False,G-LB,1940,1940,S
Ricky Stevenson,StevRi20,False,False,DB,1970,1970,S
Norris Steverson,StevNo20,False,False,TB,1934,1934,S
Dean Steward,StewDe20,False,False,HB,1943,1943,S
Tony Steward,StewTo01,False,False,OLB,2015,2015,S
Andrew Stewart,StewAn20,False,False,DE,1989,1989,S
ArDarius Stewart,StewAr00,True,False,WR,2017,2017,S
Charlie Stewart,StewCh20,False,False,G,1920,1923,S
Curtis Stewart,StewCu20,False,False,RB,1989,1989,S
Daleroy Stewart,StewDa20,False,False,DT,2003,2004,S
Darian Stewart,StewDa00,True,False,DB,2010,2017,S
David Stewart,StewDa21,False,False,T,2006,2013,S
Grover Stewart,StewGr00,True,False,DT,2017,2017,S
James Stewart,StewJa20,False,False,RB,1995,1995,S
James Stewart,StewJa00,False,False,RB,1995,2002,S
Jason Stewart,StewJa21,False,False,DT,2004,2004,S
Jeremy Stewart,StewJe00,False,False,FB,2012,2014,S
Jimmy Stewart,StewJi20,False,False,DB,1977,1979,S
Joe Stewart,StewJo20,False,False,WR,1978,1979,S
Jonathan Stewart,StewJo00,True,False,RB,2008,2017,S
Josh Stewart,StewJo04,False,False,WR,2014,2014,S
Kordell Stewart,StewKo00,False,False,QB,1995,2005,S
Mark Stewart,StewMa20,False,False,LB,1984,1984,S
Matt Stewart,StewMa21,False,False,LB,2001,2006,S
Michael Stewart,StewMi20,False,False,DB,1987,1996,S
Quincy Stewart,StewQu20,False,False,LB,2001,2003,S
Ralph Stewart,StewRa20,False,False,C-LB,1947,1948,S
Rayna Stewart,StewRa21,False,False,DB,1996,2000,S
Ryan Stewart,StewRy20,False,False,DB,1996,2000,S
Steve Stewart,StewSt20,False,False,LB,1978,1979,S
Tony Stewart,StewTo00,False,False,TE,2001,2009,S
Vaughn Stewart,StewVa20,False,False,C,1943,1944,S
Wayne Stewart,StewWa00,False,False,TE,1969,1974,S
Clint Stickdorn,SticCl20,False,False,T,2006,2006,S
Walt Stickel,SticWa20,False,False,T-DT,1946,1951,S
Monty Stickles,SticMo00,False,False,TE-SE,1960,1968,S
Howard Stidham,StidHo20,False,False,LB,1977,1977,S
Dave Stief,StieDa00,False,False,WR-DB,1978,1983,S
Jim Stienke,StieJi20,False,False,DB,1973,1978,S
Terry Stieve,StieTe20,False,False,G,1976,1984,S
Jim Stifler,StifJi20,False,False,E-WB,1926,1927,S
Jim Stiger,StigJi00,False,False,HB,1963,1967,S
Art Still,StilAr00,False,False,DE,1978,1989,S
Bryan Still,StilBr00,False,False,WR,1996,1999,S
Devon Still,StilDe00,True,False,DT,2012,2016,S
Jim Still,StilJi20,False,False,B,1948,1949,S
Gary Stills,StilGa00,False,False,DE,1999,2008,S
Ken Stills,StilKe20,False,False,DB,1985,1990,S
Kenny Stills,StilKe00,True,False,WR,2013,2017,S
Roger Stillwell,StilRo20,False,False,DT-DE,1975,1977,S
Jon Stinchcomb,StinJo20,False,False,T,2003,2010,S
Matt Stinchcomb,StinMa20,False,False,G-T,2000,2004,S
Pete Stinchcomb,StinPe20,False,False,B,1921,1926,S
Thomas Stincic,StinTh20,False,False,LB,1969,1972,S
Byron Stingily,StinBy00,False,False,OT,2012,2014,S
Darryl Stingley,StinDa00,False,False,WR,1973,1977,S
James Stinnette,StinJi00,False,False,FB-LB,1961,1962,S
Ed Stinson,StinEd00,True,False,DE,2014,2017,S
Lemuel Stinson,StinLe20,False,False,DB,1988,1992,S
Carel Stith,StitCa20,False,False,DT-DE,1967,1969,S
Howie Stith,StitHo20,False,False,G,1921,1921,S
Shyrone Stith,StitSh00,False,False,RB,2000,2002,S
Bill Stits,StitBi00,False,False,DB-HB,1954,1961,S
Clint Stitser,StitCl00,False,False,K,2010,2010,S
Bill Stobbs,StobBi20,False,False,BB,1921,1921,S
Herb Stock,StocHe20,False,False,TB-HB,1924,1924,S
John Stock,StocJo20,False,False,E,1956,1956,S
Mark Stock,StocMa20,False,False,WR,1989,1996,S
Ralph Stockemer,StocRa20,False,False,RB,1987,1987,S
Luke Stocker,StocLu00,True,False,TE,2011,2017,S
Hust Stockton,StocHu20,False,False,FB-TB-HB,1925,1929,S
Mule Stockton,StocMu20,False,False,G,1937,1938,S
Eric Stocz,StocEr00,False,False,TE,1996,1997,S
Earl Stoecklein,StoeEa20,False,False,G,1920,1920,S
Terry Stoepel,StoeTe20,False,False,TE,1967,1970,S
Clint Stoerner,StoeCl00,False,False,QB,2000,2001,S
John Stofa,StofJo00,False,False,QB,1966,1970,S
Ken Stofer,StofKe20,False,False,QB-DB,1946,1946,S
Ed Stofko,StofEd20,False,False,TB-DB,1945,1945,S
Frank Stojack,StojFr20,False,False,G,1935,1936,S
Barry Stokes,StokBa20,False,False,T-G,1998,2006,S
Dixie Stokes,StokDi20,False,False,C,1937,1943,S
Eric Stokes,StokEr20,False,False,C-G,1987,1987,S
Eric Stokes,StokEr21,False,False,DB,1997,1998,S
Fred Stokes,StokFr20,False,False,DE,1987,1996,S
J.J. Stokes,StokJ.00,False,False,WR,1995,2003,S
Jesse Stokes,StokJe20,False,False,DB,1968,1968,S
Sims Stokes,StokSi20,False,False,WR,1967,1967,S
Tim Stokes,StokTi20,False,False,T,1974,1982,S
Brandon Stokley,StokBr00,False,False,WR,1999,2013,S
Anton Stolfa,StolAn20,False,False,QB-DB,1939,1939,S
Tom Stolhandske,StolTo20,False,False,LB-DE,1955,1955,S
Bryan Stoltenberg,StolBr20,False,False,C-G,1996,2000,S
Avatus Stone,StonAv20,False,False,HB,1958,1958,S
Billy Stone,StonBi20,False,False,HB-DB,1949,1954,S
Daren Stone,StonDa99,False,False,DB,2007,2008,S
Donnie Stone,StonDo00,False,False,HB-FB,1961,1966,S
Dwight Stone,StonDw00,False,False,WR-RB,1987,2000,S
Jack Stone,StonJa20,False,False,T,1960,1962,S
James Stone,StonJa02,True,False,C,2014,2017,S
John Stone,StonJo00,False,False,WR,2003,2004,S
Ken Stone,StonKe20,False,False,DB-WR,1973,1980,S
Michael Stone,StonMi20,False,False,DB,2001,2006,S
Ron Stone,StonRo00,False,False,G,1994,2005,S
John Stonebraker,StonJo20,False,False,E,1942,1942,S
Mike Stonebreaker,StonMi21,False,False,LB,1991,1994,S
Steve Stonebreaker,StonSt20,False,False,LB-TE,1962,1968,S
Jake Stoneburner,StonJa01,False,False,TE,2013,2015,S
Don Stonesifer,StonDo01,False,False,E,1951,1956,S
Mike Stoops,StooMi20,False,False,DB,1987,1987,S
Byron Storer,StorBy00,False,False,RB,2007,2008,S
Jack Storer,StorJa20,False,False,TB,1924,1924,S
Bryan Stork,StorBr00,False,False,C,2014,2015,S
Ed Storm,StorEd20,False,False,B,1934,1935,S
Greg Storr,StorGr20,False,False,LB,1987,1987,S
Bill Story,StorBi20,False,False,T,1975,1975,S
Erik Storz,StorEr20,False,False,LB,1998,2000,S
Hal Stotsbery,StotHa20,False,False,T,1930,1930,S
Richard Stotter,StotRi20,False,False,LB,1968,1968,S
Cliff Stoudt,StouCl00,False,False,QB,1980,1989,S
Kelly Stouffer,StouKe00,False,False,QB,1988,1992,S
Glen Stough,StouGl20,False,False,T,1945,1945,S
Pete Stout,StouPe20,False,False,FB-LB,1949,1950,S
Omar Stoutmire,StouOm20,False,False,DB,1997,2007,S
Dick Stovall,StovDi20,False,False,LB-G-C,1947,1949,S
Jerry Stovall,StovJe00,False,False,DB-P,1963,1971,S
Maurice Stovall,StovMa00,False,False,WR,2006,2012,S
Jeff Stover,StovJe20,False,False,DE-DT,1982,1988,S
Matt Stover,stovemat01,False,False,K,1991,2009,S
Smokey Stover,StovSm20,False,False,LB,1960,1966,S
Otto Stowe,StowOt00,False,False,WR,1971,1974,S
Tyronne Stowe,StowTy20,False,False,LB,1987,1995,S
Tommie Stowers,StowTo20,False,False,TE,1992,1994,S
Pete Stoyanovich,stoyapet01,False,False,K,1989,2000,S
Mike Strachan,StraMi00,False,False,RB,1975,1980,S
Steve Strachan,StraSt00,False,False,RB,1985,1989,S
Charlie Strack,StraCh20,False,False,G,1928,1928,S
Tim Stracka,StraTi20,False,False,TE,1983,1984,S
John Strada,StraJo00,False,False,TE,1974,1974,S
Red Strader,StraRe20,False,False,B,1927,1927,S
Troy Stradford,StraTr00,False,False,RB-WR,1987,1992,S
Art Strahan,StraAr20,False,False,DT-DE,1965,1968,S
Michael Strahan,StraMi02,False,True,DE,1993,2007,S
Derrick Strait,StraDe20,False,False,DB,2004,2006,S
Clem Stralka,StraCl20,False,False,G-T,1938,1946,S
Mike Stramiello,StraMi20,False,False,E,1930,1934,S
Eli Strand,StraEl20,False,False,G,1966,1967,S
Leif Strand,StraLe20,False,False,C,1924,1924,S
Bob Stransky,StraBo00,False,False,HB,1960,1960,S
Dutch Strassner,StraDu20,False,False,E,1925,1925,S
Mike Stratton,StraMi01,False,False,LB,1962,1973,S
Jimmy Strausbaugh,StraJi20,False,False,HB,1946,1946,S
Dutch Strauss,StraDu21,False,False,FB-WB,1923,1924,S
Thomas Strauthers,StraTh20,False,False,DE-DT,1983,1991,S
Don Straw,StraDo20,False,False,G-T,1920,1921,S
Les Strayhorn,StraLe00,False,False,RB,1973,1974,S
Eric Streater,StreEr20,False,False,WR,1987,1987,S
Rod Streater,StreRo00,True,False,WR,2012,2016,S
Devin Street,StreDe00,True,False,WR,2014,2016,S
George Streeter,StreGe20,False,False,DB,1989,1990,S
Tommy Streeter,StreTo00,False,False,WR,2012,2014,S
Tai Streets,StreTa00,False,False,WR,1999,2004,S
Rich Strenger,StreRi20,False,False,T,1983,1987,S
Bill Stribling,StriBi20,False,False,E,1951,1957,S
Tony Stricker,StriTo20,False,False,DB,1963,1963,S
Bill Strickland,StriBi21,False,False,G,1923,1923,S
Bishop Strickland,StriBi22,False,False,FB,1951,1951,S
Dave Strickland,StriDa20,False,False,G,1960,1960,S
Donald Strickland,StriDo20,False,False,DB,2003,2011,S
Fred Strickland,StriFr20,False,False,LB,1988,1999,S
Larry Strickland,StriLa00,False,False,C,1954,1959,S
Zach Strief,StriZa20,True,False,G,2006,2017,S
Bill Striegel,StriBi23,False,False,G-T-LB,1959,1960,S
Art Stringer,StriAr20,False,False,LB,1977,1981,S
Bob Stringer,StriBo20,False,False,LB-FB,1952,1953,S
Gene Stringer,StriGe20,False,False,B,1925,1925,S
Korey Stringer,StriKo00,False,False,T,1995,2000,S
Scott Stringer,StriSc20,False,False,DB,1974,1974,S
Hal Stringert,StriHa20,False,False,DB,1975,1980,S
Joe Stringfellow,StriJo20,False,False,TB,1942,1942,S
Don Strock,StroDo00,False,False,QB,1974,1988,S
Woody Strode,StroWo20,False,False,E,1946,1946,S
Mike Strofolino,StroMi20,False,False,LB,1965,1968,S
George Strohmeyer,StroGe20,False,False,C-LB,1948,1949,S
Frank Strom,StroFr20,False,False,T,1944,1944,S
Rick Strom,StroRi00,False,False,QB,1989,1991,S
Michael Stromberg,StroMi21,False,False,LB,1968,1968,S
Darrell Strong,StroDa20,False,False,TE,2008,2008,S
Frank Strong,StroFr21,False,False,LB,2002,2002,S
Jaelen Strong,StroJa01,True,False,WR,2015,2017,S
Jim Strong,StroJi00,False,False,RB,1970,1972,S
Ken Strong,StroKe20,False,True,FB-TB-HB-WB-DB-K,1929,1947,S
Mack Strong,StroMa00,False,False,FB,1994,2007,S
Ray Strong,StroRa00,False,False,RB,1978,1982,S
William Strong,StroWi20,False,False,DB,1996,1996,S
James Stroschein,StroJa20,False,False,DE,1951,1951,S
Aubrey Strosnider,StroAu20,False,False,T,1928,1928,S
Vince Stroth,StroVi20,False,False,T-G-TE,1985,1988,S
Billy Strother,StroBi20,False,False,LB,2004,2004,S
Deon Strother,StroDe20,False,False,RB,1994,1994,S
Jack Stroud,StroJa00,False,False,G-T,1953,1964,S
Marcus Stroud,StroMa01,False,False,DT,2001,2010,S
Morris Stroud,StroMo00,False,False,TE,1969,1974,S
Sammie Stroughter,StroSa00,False,False,WR,2009,2012,S
Art Strozier,StroAr00,False,False,TE,1970,1971,S
Wilbur Strozier,StroWi21,False,False,TE,1987,1988,S
George Strugar,StruGe20,False,False,DT,1957,1963,S
Art Strutt,StruAr20,False,False,HB,1935,1936,S
Dan Stryzinski,StryDa20,False,False,P,1990,2003,S
Justin Strzelczyk,StrzJu20,False,False,T-G,1990,1998,S
Johnny Strzykalski,StrzJo00,False,False,HB,1946,1952,S
Jim Stuart,StuaJi20,False,False,T,1941,1941,S
Roy Stuart,StuaRo20,False,False,G-LB,1942,1946,S
Dana Stubblefield,StubDa00,False,False,DT,1993,2003,S
Danny Stubbs,StubDa20,False,False,DE-LB,1988,1998,S
Chansi Stuckey,StucCh20,False,False,WR,2008,2011,S
Darrell Stuckey,StucDa20,True,False,S,2010,2016,S
Henry Stuckey,StucHe20,False,False,DB,1972,1976,S
Jim Stuckey,StucJi20,False,False,DE,1980,1986,S
Shawn Stuckey,StucSh20,False,False,LB,1998,1998,S
Mark Studaway,StudMa20,False,False,DE,1984,1987,S
Dave Studdard,StudDa20,False,False,T-G-TE,1979,1988,S
Kasey Studdard,StudKa20,False,False,G,2007,2010,S
Les Studdard,StudLe20,False,False,C,1982,1983,S
Vern Studdard,StudVe20,False,False,WR,1971,1971,S
Andy Studebaker,StudAn99,False,False,LB,2008,2015,S
Darren Studstill,StudDa21,False,False,DB,1994,1996,S
Pat Studstill,StudPa00,False,False,FL-HB-WR-P,1961,1972,S
Scott Studwell,StudSc00,False,False,LB,1977,1990,S
Mel Stuessy,StueMe20,False,False,T,1926,1926,S
Harry Stuhldreher,StuhHa20,False,False,TB,1926,1926,S
Charlie Stukes,StukCh20,False,False,DB,1967,1974,S
Jonathan Stupar,StupJo00,False,False,TE,2009,2010,S
Nathan Stupar,StupNa01,True,False,OLB,2012,2017,S
Quan Sturdivant,SturQu00,False,False,LB,2012,2012,S
Cecil Sturgeon,SturCe20,False,False,T,1941,1941,S
Lyle Sturgeon,SturLy20,False,False,T,1937,1937,S
Caleb Sturgis,SturCa00,True,False,K,2013,2017,S
Oscar Sturgis,SturOs20,False,False,DE,1995,1995,S
Jerry Sturm,SturJe00,False,False,C-T-G,1961,1972,S
Fred Sturt,SturFr20,False,False,G,1974,1981,S
Dick Sturtridge,SturDi20,False,False,HB,1928,1929,S
Boone Stutz,StutBo00,False,False,TE,2006,2007,S
Russell Stuvaints,StuvRu20,False,False,DB,2003,2005,S
Joe Stydahar,StydJo20,False,True,T,1936,1946,S
Lorenzo Styles,StylLo20,False,False,LB,1995,2000,S
Andy Stynchula,StynAn20,False,False,DE-DT,1960,1968,S
Xavier Su'a-Filo,Sua-Xa00,True,False,OG,2014,2017,S
Nicky Sualua,SualNi00,False,False,RB,1997,1998,S
Nick Subis,SubiNi20,False,False,T-C,1991,1991,S
Ryan Succop,SuccRy44,True,False,K,2009,2017,S
Larry Suchy,SuchLa20,False,False,DB,1968,1968,S
Paul Suchy,SuchPa20,False,False,E,1925,1925,S
Bob Suci,SuciBo20,False,False,DB,1962,1963,S
Steve Sucic,SuciSt20,False,False,HB-FB,1946,1948,S
Nate Sudfeld,SudfNa00,True,False,QB,2017,2017,S
Zach Sudfeld,SudfZa00,False,False,TE,2013,2014,S
Ray Suess,SuesRa20,False,False,G-T-E,1926,1927,S
Bob Suffridge,SuffBo20,False,False,G,1941,1945,S
